f1	f2	f3	order	values
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	1	600
condA	grup1	trat1	2	595.3
condA	grup1	trat1	2	567.7
condA	grup1	trat1	2	568.8
condA	grup1	trat1	2	542.8
condA	grup1	trat1	2	573.8
condA	grup1	trat1	2	581.2
condA	grup1	trat1	2	577.5
condA	grup1	trat1	2	562
condA	grup1	trat1	2	576.1
condA	grup1	trat1	3	408.7
condA	grup1	trat1	3	404.5
condA	grup1	trat1	3	415.5
condA	grup1	trat1	3	417.7
condA	grup1	trat1	3	426.6
condA	grup1	trat1	3	433.4
condA	grup1	trat1	3	410.4
condA	grup1	trat1	3	451.4
condA	grup1	trat1	3	493.3
condA	grup1	trat1	3	467.5
condA	grup1	trat1	4	440.9
condA	grup1	trat1	4	322.8
condA	grup1	trat1	4	474.3
condA	grup1	trat1	4	315.8
condA	grup1	trat1	4	414.1
condA	grup1	trat1	4	392.5
condA	grup1	trat1	4	356
condA	grup1	trat1	4	373.2
condA	grup1	trat1	4	352.9
condA	grup1	trat1	4	360.4
condA	grup1	trat1	5	293.5
condA	grup1	trat1	5	409.7
condA	grup1	trat1	5	279.8
condA	grup1	trat1	5	331
condA	grup1	trat1	5	521.3
condA	grup1	trat1	5	307.8
condA	grup1	trat1	5	374.8
condA	grup1	trat1	5	384
condA	grup1	trat1	5	413.8
condA	grup1	trat1	5	369.3
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	1	600
condA	grup2	trat1	2	477.5
condA	grup2	trat1	2	526.2
condA	grup2	trat1	2	462.4
condA	grup2	trat1	2	445.3
condA	grup2	trat1	2	482.9
condA	grup2	trat1	2	470.8
condA	grup2	trat1	2	484.7
condA	grup2	trat1	2	483
condA	grup2	trat1	2	514.5
condA	grup2	trat1	2	489
condA	grup2	trat1	3	355
condA	grup2	trat1	3	452.4
condA	grup2	trat1	3	324.7
condA	grup2	trat1	3	226
condA	grup2	trat1	3	365.8
condA	grup2	trat1	3	341.6
condA	grup2	trat1	3	369.4
condA	grup2	trat1	3	365.9
condA	grup2	trat1	3	429
condA	grup2	trat1	3	377.9
condA	grup2	trat1	4	270.2
condA	grup2	trat1	4	386.9
condA	grup2	trat1	4	379.9
condA	grup2	trat1	4	432.3
condA	grup2	trat1	4	285.5
condA	grup2	trat1	4	287.5
condA	grup2	trat1	4	403.5
condA	grup2	trat1	4	279.3
condA	grup2	trat1	4	383
condA	grup2	trat1	4	374.8
condA	grup2	trat1	5	270
condA	grup2	trat1	5	277.4
condA	grup2	trat1	5	229.8
condA	grup2	trat1	5	280.1
condA	grup2	trat1	5	309.1
condA	grup2	trat1	5	224
condA	grup2	trat1	5	271.9
condA	grup2	trat1	5	257.6
condA	grup2	trat1	5	373.9
condA	grup2	trat1	5	341.6
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	1	600
condA	grup3	trat1	2	519.4
condA	grup3	trat1	2	526.6
condA	grup3	trat1	2	554.4
condA	grup3	trat1	2	515
condA	grup3	trat1	2	520.7
condA	grup3	trat1	2	514.5
condA	grup3	trat1	2	500.3
condA	grup3	trat1	2	538.7
condA	grup3	trat1	2	527.1
condA	grup3	trat1	2	526.9
condA	grup3	trat1	3	497.3
condA	grup3	trat1	3	483.2
condA	grup3	trat1	3	524.6
condA	grup3	trat1	3	521.5
condA	grup3	trat1	3	500.4
condA	grup3	trat1	3	497.1
condA	grup3	trat1	3	499.4
condA	grup3	trat1	3	499.5
condA	grup3	trat1	3	489.1
condA	grup3	trat1	3	474.4
condA	grup3	trat1	4	337.1
condA	grup3	trat1	4	342.2
condA	grup3	trat1	4	360.5
condA	grup3	trat1	4	391
condA	grup3	trat1	4	393.7
condA	grup3	trat1	4	395.8
condA	grup3	trat1	4	404.6
condA	grup3	trat1	4	403.6
condA	grup3	trat1	4	383.3
condA	grup3	trat1	4	542.6
condA	grup3	trat1	5	380.3
condA	grup3	trat1	5	385.4
condA	grup3	trat1	5	312.9
condA	grup3	trat1	5	455.9
condA	grup3	trat1	5	311.5
condA	grup3	trat1	5	338.6
condA	grup3	trat1	5	264.1
condA	grup3	trat1	5	366
condA	grup3	trat1	5	339
condA	grup3	trat1	5	368
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	1	600
condB	grup1	trat1	2	548.2
condB	grup1	trat1	2	561.1
condB	grup1	trat1	2	545.8
condB	grup1	trat1	2	535
condB	grup1	trat1	2	591.9
condB	grup1	trat1	2	578.1
condB	grup1	trat1	2	568.8
condB	grup1	trat1	2	565.8
condB	grup1	trat1	2	568.7
condB	grup1	trat1	2	523
condB	grup1	trat1	3	365.9
condB	grup1	trat1	3	343.4
condB	grup1	trat1	3	388.8
condB	grup1	trat1	3	478.3
condB	grup1	trat1	3	382.5
condB	grup1	trat1	3	461.8
condB	grup1	trat1	3	373.8
condB	grup1	trat1	3	222.2
condB	grup1	trat1	3	366.6
condB	grup1	trat1	3	392.2
condB	grup1	trat1	4	345.2
condB	grup1	trat1	4	272.8
condB	grup1	trat1	4	329.5
condB	grup1	trat1	4	467.5
condB	grup1	trat1	4	431.1
condB	grup1	trat1	4	321.6
condB	grup1	trat1	4	277.5
condB	grup1	trat1	4	365.8
condB	grup1	trat1	4	435.6
condB	grup1	trat1	4	330
condB	grup1	trat1	5	229.6
condB	grup1	trat1	5	305.7
condB	grup1	trat1	5	310.1
condB	grup1	trat1	5	317.6
condB	grup1	trat1	5	265.9
condB	grup1	trat1	5	306.2
condB	grup1	trat1	5	284.6
condB	grup1	trat1	5	297.4
condB	grup1	trat1	5	426.7
condB	grup1	trat1	5	278.9
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	1	600
condB	grup2	trat1	2	452.7
condB	grup2	trat1	2	423.7
condB	grup2	trat1	2	511
condB	grup2	trat1	2	444.5
condB	grup2	trat1	2	523.4
condB	grup2	trat1	2	467.4
condB	grup2	trat1	2	477.7
condB	grup2	trat1	2	389.1
condB	grup2	trat1	2	530.1
condB	grup2	trat1	2	478.1
condB	grup2	trat1	3	305.3
condB	grup2	trat1	3	247.4
condB	grup2	trat1	3	421.9
condB	grup2	trat1	3	289
condB	grup2	trat1	3	446.8
condB	grup2	trat1	3	334.7
condB	grup2	trat1	3	355.3
condB	grup2	trat1	3	178.1
condB	grup2	trat1	3	460.1
condB	grup2	trat1	3	356.2
condB	grup2	trat1	4	365.2
condB	grup2	trat1	4	124
condB	grup2	trat1	4	235.8
condB	grup2	trat1	4	136.9
condB	grup2	trat1	4	188.5
condB	grup2	trat1	4	404.9
condB	grup2	trat1	4	179.3
condB	grup2	trat1	4	302.3
condB	grup2	trat1	4	231.4
condB	grup2	trat1	4	175.1
condB	grup2	trat1	5	243.4
condB	grup2	trat1	5	145.6
condB	grup2	trat1	5	146.1
condB	grup2	trat1	5	148.7
condB	grup2	trat1	5	287.9
condB	grup2	trat1	5	226
condB	grup2	trat1	5	241.7
condB	grup2	trat1	5	86.5
condB	grup2	trat1	5	250.9
condB	grup2	trat1	5	195.2
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	1	600
condB	grup3	trat1	2	479.8
condB	grup3	trat1	2	468.6
condB	grup3	trat1	2	524.2
condB	grup3	trat1	2	492.9
condB	grup3	trat1	2	465
condB	grup3	trat1	2	466.9
condB	grup3	trat1	2	507.4
condB	grup3	trat1	2	468.9
condB	grup3	trat1	2	505.4
condB	grup3	trat1	2	486.7
condB	grup3	trat1	3	480.7
condB	grup3	trat1	3	473.4
condB	grup3	trat1	3	513.8
condB	grup3	trat1	3	473.6
condB	grup3	trat1	3	448.6
condB	grup3	trat1	3	500.5
condB	grup3	trat1	3	314
condB	grup3	trat1	3	459
condB	grup3	trat1	3	412
condB	grup3	trat1	3	461.3
condB	grup3	trat1	4	343.5
condB	grup3	trat1	4	370.8
condB	grup3	trat1	4	382
condB	grup3	trat1	4	305.9
condB	grup3	trat1	4	267.8
condB	grup3	trat1	4	274.2
condB	grup3	trat1	4	362.2
condB	grup3	trat1	4	398.1
condB	grup3	trat1	4	378.2
condB	grup3	trat1	4	134.7
condB	grup3	trat1	5	361.7
condB	grup3	trat1	5	197.4
condB	grup3	trat1	5	130
condB	grup3	trat1	5	326.2
condB	grup3	trat1	5	133.5
condB	grup3	trat1	5	193.9
condB	grup3	trat1	5	255.8
condB	grup3	trat1	5	342.8
condB	grup3	trat1	5	284.9
condB	grup3	trat1	5	216.5
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	1	600
condC	grup1	trat1	2	525.8
condC	grup1	trat1	2	480.7
condC	grup1	trat1	2	529.2
condC	grup1	trat1	2	494
condC	grup1	trat1	2	520.9
condC	grup1	trat1	2	509.9
condC	grup1	trat1	2	510.1
condC	grup1	trat1	2	535.7
condC	grup1	trat1	2	539.6
condC	grup1	trat1	2	534.3
condC	grup1	trat1	3	324.1
condC	grup1	trat1	3	297.6
condC	grup1	trat1	3	170.4
condC	grup1	trat1	3	281.6
condC	grup1	trat1	3	277
condC	grup1	trat1	3	199.9
condC	grup1	trat1	3	203.7
condC	grup1	trat1	3	298
condC	grup1	trat1	3	321.1
condC	grup1	trat1	3	240.2
condC	grup1	trat1	4	307.7
condC	grup1	trat1	4	240.1
condC	grup1	trat1	4	337.8
condC	grup1	trat1	4	233.5
condC	grup1	trat1	4	207.6
condC	grup1	trat1	4	262.5
condC	grup1	trat1	4	208.6
condC	grup1	trat1	4	225.8
condC	grup1	trat1	4	192.4
condC	grup1	trat1	4	279
condC	grup1	trat1	5	171
condC	grup1	trat1	5	238.6
condC	grup1	trat1	5	199
condC	grup1	trat1	5	148.4
condC	grup1	trat1	5	156.2
condC	grup1	trat1	5	144.2
condC	grup1	trat1	5	221
condC	grup1	trat1	5	153
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	1	600
condC	grup2	trat1	2	432
condC	grup2	trat1	2	473.5
condC	grup2	trat1	2	397.8
condC	grup2	trat1	2	420.3
condC	grup2	trat1	2	470.2
condC	grup2	trat1	2	439.5
condC	grup2	trat1	2	462.5
condC	grup2	trat1	2	444.7
condC	grup2	trat1	2	519.6
condC	grup2	trat1	2	418.7
condC	grup2	trat1	3	264
condC	grup2	trat1	3	347
condC	grup2	trat1	3	195.6
condC	grup2	trat1	3	240.6
condC	grup2	trat1	3	340.3
condC	grup2	trat1	3	279
condC	grup2	trat1	3	325
condC	grup2	trat1	3	289.3
condC	grup2	trat1	3	439.2
condC	grup2	trat1	3	237.2
condC	grup2	trat1	4	239.7
condC	grup2	trat1	4	227.4
condC	grup2	trat1	4	124.7
condC	grup2	trat1	4	172.4
condC	grup2	trat1	4	170.5
condC	grup2	trat1	4	252.9
condC	grup2	trat1	4	296.8
condC	grup2	trat1	4	152.1
condC	grup2	trat1	4	156.5
condC	grup2	trat1	4	187.9
condC	grup2	trat1	5	147.4
condC	grup2	trat1	5	201.1
condC	grup2	trat1	5	131.2
condC	grup2	trat1	5	150.5
condC	grup2	trat1	5	221.5
condC	grup2	trat1	5	188.3
condC	grup2	trat1	5	205.9
condC	grup2	trat1	5	181
condC	grup2	trat1	5	135.5
condC	grup2	trat1	5	163.8
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	1	600
condC	grup3	trat1	2	445.8
condC	grup3	trat1	2	493.5
condC	grup3	trat1	2	462.9
condC	grup3	trat1	2	510.5
condC	grup3	trat1	2	436.7
condC	grup3	trat1	2	461
condC	grup3	trat1	2	460.8
condC	grup3	trat1	2	470.2
condC	grup3	trat1	2	518.6
condC	grup3	trat1	2	372.2
condC	grup3	trat1	3	352.1
condC	grup3	trat1	3	448.7
condC	grup3	trat1	3	460.5
condC	grup3	trat1	3	413.8
condC	grup3	trat1	3	421.8
condC	grup3	trat1	3	368.5
condC	grup3	trat1	3	412.7
condC	grup3	trat1	3	394.8
condC	grup3	trat1	3	434.3
condC	grup3	trat1	4	354.6
condC	grup3	trat1	4	259.7
condC	grup3	trat1	4	256.4
condC	grup3	trat1	4	212.2
condC	grup3	trat1	4	233.5
condC	grup3	trat1	4	262.5
condC	grup3	trat1	4	259.9
condC	grup3	trat1	4	253.1
condC	grup3	trat1	4	255.4
condC	grup3	trat1	4	225
condC	grup3	trat1	5	142
condC	grup3	trat1	5	185.6
condC	grup3	trat1	5	215.9
condC	grup3	trat1	5	261.2
condC	grup3	trat1	5	205.7
condC	grup3	trat1	5	107.9
condC	grup3	trat1	5	179.2
condC	grup3	trat1	5	131.2
condC	grup3	trat1	5	213.6
condC	grup3	trat1	5	192.2
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	1	600
condA	grup1	trat2	2	541
condA	grup1	trat2	2	555.8
condA	grup1	trat2	2	511.3
condA	grup1	trat2	2	556.8
condA	grup1	trat2	2	536.8
condA	grup1	trat2	2	517.6
condA	grup1	trat2	2	566.7
condA	grup1	trat2	2	557.5
condA	grup1	trat2	2	543.8
condA	grup1	trat2	2	566.6
condA	grup1	trat2	3	385
condA	grup1	trat2	3	424.6
condA	grup1	trat2	3	482
condA	grup1	trat2	3	429.6
condA	grup1	trat2	3	433.8
condA	grup1	trat2	3	422.9
condA	grup1	trat2	3	425.2
condA	grup1	trat2	3	374.7
condA	grup1	trat2	3	442.2
condA	grup1	trat2	3	418.9
condA	grup1	trat2	4	364.6
condA	grup1	trat2	4	323
condA	grup1	trat2	4	397.7
condA	grup1	trat2	4	339.3
condA	grup1	trat2	4	391.3
condA	grup1	trat2	4	414.7
condA	grup1	trat2	4	351.3
condA	grup1	trat2	4	356.4
condA	grup1	trat2	4	379.1
condA	grup1	trat2	4	327.7
condA	grup1	trat2	5	301.3
condA	grup1	trat2	5	376.9
condA	grup1	trat2	5	279.8
condA	grup1	trat2	5	378
condA	grup1	trat2	5	302.4
condA	grup1	trat2	5	288.8
condA	grup1	trat2	5	333.8
condA	grup1	trat2	5	355.7
condA	grup1	trat2	5	345.9
condA	grup1	trat2	5	333.8
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	1	600
condA	grup2	trat2	2	516.6
condA	grup2	trat2	2	496.9
condA	grup2	trat2	2	492.3
condA	grup2	trat2	2	482.5
condA	grup2	trat2	2	503
condA	grup2	trat2	2	512.9
condA	grup2	trat2	2	504.6
condA	grup2	trat2	2	520.7
condA	grup2	trat2	2	512.5
condA	grup2	trat2	2	493.5
condA	grup2	trat2	3	433.2
condA	grup2	trat2	3	393.7
condA	grup2	trat2	3	384.5
condA	grup2	trat2	3	365
condA	grup2	trat2	3	406
condA	grup2	trat2	3	425.8
condA	grup2	trat2	3	409.1
condA	grup2	trat2	3	441.3
condA	grup2	trat2	3	425
condA	grup2	trat2	3	387
condA	grup2	trat2	4	331.4
condA	grup2	trat2	4	327.5
condA	grup2	trat2	4	333
condA	grup2	trat2	4	304.7
condA	grup2	trat2	4	240.5
condA	grup2	trat2	4	281.5
condA	grup2	trat2	4	355.6
condA	grup2	trat2	4	439.3
condA	grup2	trat2	4	345.2
condA	grup2	trat2	4	372.3
condA	grup2	trat2	5	313.5
condA	grup2	trat2	5	371.5
condA	grup2	trat2	5	373.3
condA	grup2	trat2	5	352.2
condA	grup2	trat2	5	333.4
condA	grup2	trat2	5	444.1
condA	grup2	trat2	5	306.7
condA	grup2	trat2	5	367
condA	grup2	trat2	5	431.7
condA	grup2	trat2	5	223
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	1	600
condA	grup3	trat2	2	465.9
condA	grup3	trat2	2	448.8
condA	grup3	trat2	2	488.9
condA	grup3	trat2	2	473.5
condA	grup3	trat2	2	506.9
condA	grup3	trat2	2	469.3
condA	grup3	trat2	2	460.7
condA	grup3	trat2	2	472.7
condA	grup3	trat2	2	448.8
condA	grup3	trat2	2	413.9
condA	grup3	trat2	3	438.6
condA	grup3	trat2	3	404.9
condA	grup3	trat2	3	451.2
condA	grup3	trat2	3	498
condA	grup3	trat2	3	517.4
condA	grup3	trat2	3	515.8
condA	grup3	trat2	3	454.4
condA	grup3	trat2	3	477.8
condA	grup3	trat2	3	491.9
condA	grup3	trat2	3	459.1
condA	grup3	trat2	4	367.4
condA	grup3	trat2	4	372.2
condA	grup3	trat2	4	412.5
condA	grup3	trat2	4	385.3
condA	grup3	trat2	4	382.1
condA	grup3	trat2	4	434.4
condA	grup3	trat2	4	405.3
condA	grup3	trat2	4	495.5
condA	grup3	trat2	4	368.5
condA	grup3	trat2	4	351.8
condA	grup3	trat2	5	314.2
condA	grup3	trat2	5	333.8
condA	grup3	trat2	5	373.1
condA	grup3	trat2	5	376.1
condA	grup3	trat2	5	343.9
condA	grup3	trat2	5	319.5
condA	grup3	trat2	5	297
condA	grup3	trat2	5	344.5
condA	grup3	trat2	5	370.5
condA	grup3	trat2	5	360.5
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	1	600
condB	grup1	trat2	2	533.6
condB	grup1	trat2	2	533
condB	grup1	trat2	2	560.5
condB	grup1	trat2	2	538.9
condB	grup1	trat2	2	531.2
condB	grup1	trat2	2	531.8
condB	grup1	trat2	2	560.4
condB	grup1	trat2	2	544.9
condB	grup1	trat2	3	345.6
condB	grup1	trat2	3	355.3
condB	grup1	trat2	3	498.9
condB	grup1	trat2	3	387.4
condB	grup1	trat2	3	413.9
condB	grup1	trat2	3	318.3
condB	grup1	trat2	3	359.1
condB	grup1	trat2	3	354.3
condB	grup1	trat2	4	366.9
condB	grup1	trat2	4	379
condB	grup1	trat2	4	280.7
condB	grup1	trat2	4	453.2
condB	grup1	trat2	4	326.1
condB	grup1	trat2	4	330.7
condB	grup1	trat2	4	335.7
condB	grup1	trat2	4	299
condB	grup1	trat2	5	261.6
condB	grup1	trat2	5	236.9
condB	grup1	trat2	5	127
condB	grup1	trat2	5	222.4
condB	grup1	trat2	5	228.7
condB	grup1	trat2	5	340.8
condB	grup1	trat2	5	217.4
condB	grup1	trat2	5	194.6
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	1	600
condB	grup2	trat2	2	500.6
condB	grup2	trat2	2	537.1
condB	grup2	trat2	2	452.4
condB	grup2	trat2	2	513.6
condB	grup2	trat2	2	473.6
condB	grup2	trat2	2	592.4
condB	grup2	trat2	2	457.2
condB	grup2	trat2	2	473.9
condB	grup2	trat2	2	502.2
condB	grup2	trat2	2	465.4
condB	grup2	trat2	3	401.1
condB	grup2	trat2	3	474.1
condB	grup2	trat2	3	324.7
condB	grup2	trat2	3	427.2
condB	grup2	trat2	3	347.1
condB	grup2	trat2	3	584.7
condB	grup2	trat2	3	314.3
condB	grup2	trat2	3	347.8
condB	grup2	trat2	3	404.3
condB	grup2	trat2	3	330.7
condB	grup2	trat2	4	311.3
condB	grup2	trat2	4	245.2
condB	grup2	trat2	4	380.9
condB	grup2	trat2	4	246.8
condB	grup2	trat2	4	270.6
condB	grup2	trat2	4	320.2
condB	grup2	trat2	4	70.8
condB	grup2	trat2	4	225.6
condB	grup2	trat2	4	344.7
condB	grup2	trat2	4	309.3
condB	grup2	trat2	5	268.2
condB	grup2	trat2	5	408.7
condB	grup2	trat2	5	288.5
condB	grup2	trat2	5	369.1
condB	grup2	trat2	5	305.1
condB	grup2	trat2	5	350.9
condB	grup2	trat2	5	251.1
condB	grup2	trat2	5	292.9
condB	grup2	trat2	5	194.7
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	1	600
condB	grup3	trat2	2	463
condB	grup3	trat2	2	434.4
condB	grup3	trat2	2	429.4
condB	grup3	trat2	2	386.6
condB	grup3	trat2	2	449.3
condB	grup3	trat2	2	477.7
condB	grup3	trat2	2	430.6
condB	grup3	trat2	2	469.4
condB	grup3	trat2	2	467.6
condB	grup3	trat2	2	471
condB	grup3	trat2	3	502.2
condB	grup3	trat2	3	479.4
condB	grup3	trat2	3	490
condB	grup3	trat2	3	452.6
condB	grup3	trat2	3	516.6
condB	grup3	trat2	3	385
condB	grup3	trat2	3	325.4
condB	grup3	trat2	3	469.3
condB	grup3	trat2	3	420.2
condB	grup3	trat2	3	378.5
condB	grup3	trat2	4	347
condB	grup3	trat2	4	342.5
condB	grup3	trat2	4	333.3
condB	grup3	trat2	4	304.3
condB	grup3	trat2	4	342.3
condB	grup3	trat2	4	274.9
condB	grup3	trat2	4	279.2
condB	grup3	trat2	4	311.8
condB	grup3	trat2	4	311
condB	grup3	trat2	4	322.4
condB	grup3	trat2	5	555.8
condB	grup3	trat2	5	123.7
condB	grup3	trat2	5	325.1
condB	grup3	trat2	5	197.8
condB	grup3	trat2	5	234.3
condB	grup3	trat2	5	211.7
condB	grup3	trat2	5	302.8
condB	grup3	trat2	5	325.1
condB	grup3	trat2	5	313.6
condB	grup3	trat2	5	271.6
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	1	600
condC	grup1	trat2	2	511.3
condC	grup1	trat2	2	524.6
condC	grup1	trat2	2	545.4
condC	grup1	trat2	2	514.1
condC	grup1	trat2	2	500.3
condC	grup1	trat2	2	513.7
condC	grup1	trat2	2	521.8
condC	grup1	trat2	2	514.1
condC	grup1	trat2	2	543.2
condC	grup1	trat2	2	539.6
condC	grup1	trat2	3	293.6
condC	grup1	trat2	3	347.1
condC	grup1	trat2	3	299.8
condC	grup1	trat2	3	370.2
condC	grup1	trat2	3	368.5
condC	grup1	trat2	3	315.2
condC	grup1	trat2	3	327.1
condC	grup1	trat2	3	337.3
condC	grup1	trat2	3	300.5
condC	grup1	trat2	3	276.8
condC	grup1	trat2	4	318.4
condC	grup1	trat2	4	205.3
condC	grup1	trat2	4	308.7
condC	grup1	trat2	4	207.3
condC	grup1	trat2	4	208.7
condC	grup1	trat2	4	164.6
condC	grup1	trat2	4	248.5
condC	grup1	trat2	4	129
condC	grup1	trat2	4	223.2
condC	grup1	trat2	4	158.3
condC	grup1	trat2	5	186.5
condC	grup1	trat2	5	137.8
condC	grup1	trat2	5	198.5
condC	grup1	trat2	5	122.5
condC	grup1	trat2	5	163.2
condC	grup1	trat2	5	170.8
condC	grup1	trat2	5	137.2
condC	grup1	trat2	5	193.3
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	1	600
condC	grup2	trat2	2	504.2
condC	grup2	trat2	2	471.9
condC	grup2	trat2	2	452.5
condC	grup2	trat2	2	459.2
condC	grup2	trat2	2	449.5
condC	grup2	trat2	2	448
condC	grup2	trat2	2	486.1
condC	grup2	trat2	2	466.1
condC	grup2	trat2	2	500.8
condC	grup2	trat2	2	445.5
condC	grup2	trat2	3	408.3
condC	grup2	trat2	3	343.7
condC	grup2	trat2	3	304.4
condC	grup2	trat2	3	318.4
condC	grup2	trat2	3	298.9
condC	grup2	trat2	3	296
condC	grup2	trat2	3	372.1
condC	grup2	trat2	3	332.1
condC	grup2	trat2	3	401.6
condC	grup2	trat2	3	291
condC	grup2	trat2	4	304.2
condC	grup2	trat2	4	309.1
condC	grup2	trat2	4	300
condC	grup2	trat2	4	266.2
condC	grup2	trat2	4	388.3
condC	grup2	trat2	4	261.8
condC	grup2	trat2	4	284.7
condC	grup2	trat2	4	285.7
condC	grup2	trat2	4	321
condC	grup2	trat2	4	280.8
condC	grup2	trat2	5	231.4
condC	grup2	trat2	5	271.1
condC	grup2	trat2	5	154.4
condC	grup2	trat2	5	214
condC	grup2	trat2	5	256.9
condC	grup2	trat2	5	284
condC	grup2	trat2	5	184.8
condC	grup2	trat2	5	219.2
condC	grup2	trat2	5	167.8
condC	grup2	trat2	5	295.9
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	1	600
condC	grup3	trat2	2	453.6
condC	grup3	trat2	2	452.7
condC	grup3	trat2	2	424.4
condC	grup3	trat2	2	405.5
condC	grup3	trat2	2	470.6
condC	grup3	trat2	2	467.1
condC	grup3	trat2	2	422
condC	grup3	trat2	2	434.7
