f1	f2	f3	order	values
condC	grup3	trat5	4	246.2
condC	grup3	trat5	4	231.6
condC	grup3	trat5	4	116.1
condC	grup3	trat5	4	292.9
condC	grup3	trat5	4	260.3
condC	grup3	trat5	5	157.1
condC	grup3	trat5	5	172.7
condC	grup3	trat5	5	152.4
condC	grup3	trat5	5	207.1
condC	grup3	trat5	5	238.6
condC	grup3	trat5	5	217
condC	grup3	trat5	5	176.4
condC	grup3	trat5	5	196.3
condC	grup3	trat5	5	205.1
condC	grup3	trat5	5	87
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	1	600
condA	grup1	trat4	2	581.1
condA	grup1	trat4	2	545.5
condA	grup1	trat4	2	554.4
condA	grup1	trat4	2	577.1
condA	grup1	trat4	2	560.2
condA	grup1	trat4	2	561.2
condA	grup1	trat4	2	565.5
condA	grup1	trat4	2	565.7
condA	grup1	trat4	2	553.6
condA	grup1	trat4	2	569
condA	grup1	trat4	3	405.2
condA	grup1	trat4	3	426.7
condA	grup1	trat4	3	392.3
condA	grup1	trat4	3	442
condA	grup1	trat4	3	411.8
condA	grup1	trat4	3	450.4
condA	grup1	trat4	3	405.2
condA	grup1	trat4	3	461.6
condA	grup1	trat4	3	439.2
condA	grup1	trat4	3	455.9
condA	grup1	trat4	4	365.1
condA	grup1	trat4	4	247.8
condA	grup1	trat4	4	425
condA	grup1	trat4	4	360.1
condA	grup1	trat4	4	343.9
condA	grup1	trat4	4	446.4
condA	grup1	trat4	4	413.3
condA	grup1	trat4	4	367.4
condA	grup1	trat4	4	377.3
condA	grup1	trat4	4	397.6
condA	grup1	trat4	5	255.3
condA	grup1	trat4	5	214.2
condA	grup1	trat4	5	241.6
condA	grup1	trat4	5	366.4
condA	grup1	trat4	5	269
condA	grup1	trat4	5	293.4
condA	grup1	trat4	5	322.4
condA	grup1	trat4	5	276.3
condA	grup1	trat4	5	244.9
condA	grup1	trat4	5	354.9
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	1	600
condA	grup2	trat4	2	450.9
condA	grup2	trat4	2	511.9
condA	grup2	trat4	2	497.8
condA	grup2	trat4	2	435
condA	grup2	trat4	2	442.6
condA	grup2	trat4	2	510.6
condA	grup2	trat4	2	498.6
condA	grup2	trat4	2	443.2
condA	grup2	trat4	2	503.2
condA	grup2	trat4	2	452.9
condA	grup2	trat4	3	301.7
condA	grup2	trat4	3	423.7
condA	grup2	trat4	3	395.5
condA	grup2	trat4	3	270
condA	grup2	trat4	3	285.1
condA	grup2	trat4	3	421.2
condA	grup2	trat4	3	397.2
condA	grup2	trat4	3	286.3
condA	grup2	trat4	3	406.3
condA	grup2	trat4	3	305.8
condA	grup2	trat4	4	324
condA	grup2	trat4	4	314
condA	grup2	trat4	4	311.2
condA	grup2	trat4	4	333.1
condA	grup2	trat4	4	277
condA	grup2	trat4	4	291.8
condA	grup2	trat4	4	293.5
condA	grup2	trat4	4	221
condA	grup2	trat4	4	330
condA	grup2	trat4	4	316.2
condA	grup2	trat4	5	336.4
condA	grup2	trat4	5	240.1
condA	grup2	trat4	5	368.5
condA	grup2	trat4	5	372.7
condA	grup2	trat4	5	305.9
condA	grup2	trat4	5	341
condA	grup2	trat4	5	215.7
condA	grup2	trat4	5	353.5
condA	grup2	trat4	5	315.2
condA	grup2	trat4	5	282.2
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	1	600
condA	grup3	trat4	2	487.1
condA	grup3	trat4	2	470.5
condA	grup3	trat4	2	256.8
condA	grup3	trat4	2	485.2
condA	grup3	trat4	2	508.7
condA	grup3	trat4	2	455.1
condA	grup3	trat4	2	498.4
condA	grup3	trat4	2	510
condA	grup3	trat4	2	478.3
condA	grup3	trat4	2	474.4
condA	grup3	trat4	3	425
condA	grup3	trat4	3	467.1
condA	grup3	trat4	3	419.5
condA	grup3	trat4	3	489.9
condA	grup3	trat4	3	450.7
condA	grup3	trat4	3	475
condA	grup3	trat4	3	471.4
condA	grup3	trat4	3	475.4
condA	grup3	trat4	3	497.8
condA	grup3	trat4	3	494.4
condA	grup3	trat4	4	327.3
condA	grup3	trat4	4	313.5
condA	grup3	trat4	4	370
condA	grup3	trat4	4	365.8
condA	grup3	trat4	4	314
condA	grup3	trat4	4	355.7
condA	grup3	trat4	4	402.1
condA	grup3	trat4	4	357.9
condA	grup3	trat4	4	336
condA	grup3	trat4	4	310
condA	grup3	trat4	5	277.7
condA	grup3	trat4	5	281.6
condA	grup3	trat4	5	353.8
condA	grup3	trat4	5	252.5
condA	grup3	trat4	5	275.5
condA	grup3	trat4	5	283.7
condA	grup3	trat4	5	333.3
condA	grup3	trat4	5	278.5
condA	grup3	trat4	5	343.1
condA	grup3	trat4	5	307.3
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	1	600
condB	grup1	trat4	2	558
condB	grup1	trat4	2	561.1
condB	grup1	trat4	2	541.8
condB	grup1	trat4	2	571.5
condB	grup1	trat4	2	556.5
condB	grup1	trat4	2	566.9
condB	grup1	trat4	2	565.4
condB	grup1	trat4	2	568.5
condB	grup1	trat4	2	594.3
condB	grup1	trat4	2	551.7
condB	grup1	trat4	3	305.7
condB	grup1	trat4	3	361
condB	grup1	trat4	3	386.5
condB	grup1	trat4	3	397.1
condB	grup1	trat4	3	594.8
condB	grup1	trat4	3	351.1
condB	grup1	trat4	3	340.5
condB	grup1	trat4	3	400.8
condB	grup1	trat4	3	437.1
condB	grup1	trat4	3	473
condB	grup1	trat4	4	282.7
condB	grup1	trat4	4	174
condB	grup1	trat4	4	342.1
condB	grup1	trat4	4	399
condB	grup1	trat4	4	396.4
condB	grup1	trat4	4	336.9
condB	grup1	trat4	4	291
condB	grup1	trat4	4	284.1
condB	grup1	trat4	4	258.9
condB	grup1	trat4	4	372.7
condB	grup1	trat4	5	242.7
condB	grup1	trat4	5	348.6
condB	grup1	trat4	5	186.4
condB	grup1	trat4	5	216.3
condB	grup1	trat4	5	234.2
condB	grup1	trat4	5	277.8
condB	grup1	trat4	5	275.3
condB	grup1	trat4	5	199.9
condB	grup1	trat4	5	222.8
condB	grup1	trat4	5	294.1
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	1	600
condB	grup2	trat4	2	527
condB	grup2	trat4	2	429
condB	grup2	trat4	2	442.6
condB	grup2	trat4	2	422.2
condB	grup2	trat4	2	499.5
condB	grup2	trat4	2	387.4
condB	grup2	trat4	2	444.6
condB	grup2	trat4	2	386.9
condB	grup2	trat4	2	428
condB	grup2	trat4	2	429.9
condB	grup2	trat4	3	454
condB	grup2	trat4	3	381.7
condB	grup2	trat4	3	285.2
condB	grup2	trat4	3	244.4
condB	grup2	trat4	3	398.9
condB	grup2	trat4	3	174.7
condB	grup2	trat4	3	289.2
condB	grup2	trat4	3	173.7
condB	grup2	trat4	3	256
condB	grup2	trat4	3	259.7
condB	grup2	trat4	4	79.7
condB	grup2	trat4	4	317.9
condB	grup2	trat4	4	143.1
condB	grup2	trat4	4	193
condB	grup2	trat4	4	217.3
condB	grup2	trat4	4	160.2
condB	grup2	trat4	4	179.2
condB	grup2	trat4	4	229.3
condB	grup2	trat4	4	182
condB	grup2	trat4	5	181.8
condB	grup2	trat4	5	96
condB	grup2	trat4	5	185.5
condB	grup2	trat4	5	64.8
condB	grup2	trat4	5	88.9
condB	grup2	trat4	5	206.8
condB	grup2	trat4	5	189.5
condB	grup2	trat4	5	137.5
condB	grup2	trat4	5	110.5
condB	grup2	trat4	5	239.2
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	1	600
condB	grup3	trat4	2	512
condB	grup3	trat4	2	434.7
condB	grup3	trat4	2	523.9
condB	grup3	trat4	2	425.3
condB	grup3	trat4	2	491.2
condB	grup3	trat4	2	468.3
condB	grup3	trat4	2	437.7
condB	grup3	trat4	2	460.2
condB	grup3	trat4	2	466.1
condB	grup3	trat4	2	493.2
condB	grup3	trat4	3	362.9
condB	grup3	trat4	3	477.3
condB	grup3	trat4	3	459.5
condB	grup3	trat4	3	367.2
condB	grup3	trat4	3	459.2
condB	grup3	trat4	3	429.2
condB	grup3	trat4	3	389.5
condB	grup3	trat4	3	443.2
condB	grup3	trat4	3	482.8
condB	grup3	trat4	3	424.4
condB	grup3	trat4	4	342.6
condB	grup3	trat4	4	192.8
condB	grup3	trat4	4	284.7
condB	grup3	trat4	4	132.1
condB	grup3	trat4	4	272.4
condB	grup3	trat4	4	270
condB	grup3	trat4	4	376
condB	grup3	trat4	4	243.7
condB	grup3	trat4	4	314.2
condB	grup3	trat4	4	220.8
condB	grup3	trat4	5	117.3
condB	grup3	trat4	5	191.1
condB	grup3	trat4	5	201.1
condB	grup3	trat4	5	81.3
condB	grup3	trat4	5	272.9
condB	grup3	trat4	5	238.2
condB	grup3	trat4	5	81.4
condB	grup3	trat4	5	213.5
condB	grup3	trat4	5	159.6
condB	grup3	trat4	5	184.6
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	1	600
condC	grup1	trat4	2	511
condC	grup1	trat4	2	527
condC	grup1	trat4	2	217.3
condC	grup1	trat4	2	434.6
condC	grup1	trat4	2	485
condC	grup1	trat4	2	487.7
condC	grup1	trat4	2	465.1
condC	grup1	trat4	2	505.3
condC	grup1	trat4	2	545.3
condC	grup1	trat4	2	522.4
condC	grup1	trat4	3	244.2
condC	grup1	trat4	3	309.7
condC	grup1	trat4	3	130.2
condC	grup1	trat4	3	244.9
condC	grup1	trat4	3	284.2
condC	grup1	trat4	3	236.5
condC	grup1	trat4	3	174.9
condC	grup1	trat4	3	310.7
condC	grup1	trat4	3	237.8
condC	grup1	trat4	3	239.3
condC	grup1	trat4	4	60.3
condC	grup1	trat4	4	201.6
condC	grup1	trat4	4	169.2
condC	grup1	trat4	4	187.4
condC	grup1	trat4	4	208.1
condC	grup1	trat4	4	169.6
condC	grup1	trat4	4	261.6
condC	grup1	trat4	4	170
condC	grup1	trat4	4	242.1
condC	grup1	trat4	4	212
condC	grup1	trat4	5	160.5
condC	grup1	trat4	5	108
condC	grup1	trat4	5	145.7
condC	grup1	trat4	5	136
condC	grup1	trat4	5	48
condC	grup1	trat4	5	54.8
condC	grup1	trat4	5	97
condC	grup1	trat4	5	49.8
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	1	600
condC	grup2	trat4	2	399.7
condC	grup2	trat4	2	467
condC	grup2	trat4	2	441.7
condC	grup2	trat4	2	402
condC	grup2	trat4	2	447
condC	grup2	trat4	2	459.4
condC	grup2	trat4	2	470.6
condC	grup2	trat4	2	459.9
condC	grup2	trat4	2	427.8
condC	grup2	trat4	2	419.6
condC	grup2	trat4	3	199.3
condC	grup2	trat4	3	334
condC	grup2	trat4	3	283.4
condC	grup2	trat4	3	203.9
condC	grup2	trat4	3	293.9
condC	grup2	trat4	3	318.8
condC	grup2	trat4	3	341.1
condC	grup2	trat4	3	319.7
condC	grup2	trat4	3	255.6
condC	grup2	trat4	3	239.2
condC	grup2	trat4	4	216.4
condC	grup2	trat4	4	146.5
condC	grup2	trat4	4	143.8
condC	grup2	trat4	4	198.9
condC	grup2	trat4	4	354.6
condC	grup2	trat4	4	249.7
condC	grup2	trat4	4	230.2
condC	grup2	trat4	4	221
condC	grup2	trat4	4	201.1
condC	grup2	trat4	4	282.4
condC	grup2	trat4	5	128.7
condC	grup2	trat4	5	231.1
condC	grup2	trat4	5	137.5
condC	grup2	trat4	5	69.8
condC	grup2	trat4	5	129.3
condC	grup2	trat4	5	128.1
condC	grup2	trat4	5	172.9
condC	grup2	trat4	5	206.3
condC	grup2	trat4	5	209.1
condC	grup2	trat4	5	223.8
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	1	600
condC	grup3	trat4	2	438.1
condC	grup3	trat4	2	440.9
condC	grup3	trat4	2	439.6
condC	grup3	trat4	2	414.8
condC	grup3	trat4	2	407.1
condC	grup3	trat4	2	438.5
condC	grup3	trat4	2	433.8
condC	grup3	trat4	2	440.6
condC	grup3	trat4	2	413.8
condC	grup3	trat4	2	434.3
condC	grup3	trat4	3	407.8
condC	grup3	trat4	3	305.2
condC	grup3	trat4	3	368.3
condC	grup3	trat4	3	387.5
condC	grup3	trat4	3	333.8
condC	grup3	trat4	3	365.3
condC	grup3	trat4	3	325
condC	grup3	trat4	3	373.3
condC	grup3	trat4	3	404.4
condC	grup3	trat4	4	204.5
condC	grup3	trat4	4	245.8
condC	grup3	trat4	4	199.4
condC	grup3	trat4	4	230.8
condC	grup3	trat4	4	234.4
condC	grup3	trat4	4	160.7
condC	grup3	trat4	4	165.2
condC	grup3	trat4	4	165.5
condC	grup3	trat4	4	195.5
condC	grup3	trat4	5	187.2
condC	grup3	trat4	5	93.8
condC	grup3	trat4	5	109.4
condC	grup3	trat4	5	150.6
condC	grup3	trat4	5	89.9
condC	grup3	trat4	5	150.7
condC	grup3	trat4	5	187.5
condC	grup3	trat4	5	86
condC	grup3	trat4	5	78.6
condC	grup3	trat4	5	149.1
